Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды
1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1487,1.2.643.5.1.13.13.11.1487
ID,CODE,ID,CODE
177,8230/2,212,C42.3
166,8211/0,212,C42.3
165,8210/3,212,C42.3
164,8210/2,212,C42.3
163,8210/0,212,C42.3
162,8204/0,212,C42.3
161,8202/0,212,C42.3
160,8201/3,212,C42.3
169,8213/0,212,C42.3
187,8245/1,212,C42.3
1151,8250/2,212,C42.3
193,8250/1,212,C42.3
1150,8250/0,212,C42.3
225,8310/0,212,C42.3
191,8248/1,212,C42.3
231,8313/3,212,C42.3
175,8221/0,212,C42.3
188,8245/3,212,C42.3
194,8250/3,212,C42.3
186,8244/3,212,C42.3
185,8243/3,212,C42.3
184,8242/3,212,C42.3
182,8241/3,212,C42.3
181,8240/3,212,C42.3
179,8231/3,212,C42.3
178,8230/3,212,C42.3
189,8246/3,212,C42.3
1164,8349/1,212,C42.3
229,8313/0,212,C42.3
271,8372/0,212,C42.3
270,8371/0,212,C42.3
269,8370/3,212,C42.3
268,8370/0,212,C42.3
267,8361/0,212,C42.3
273,8374/0,212,C42.3
265,8350/3,212,C42.3
274,8375/0,212,C42.3
1163,8348/1,212,C42.3
264,8347/3,212,C42.3
263,8346/3,212,C42.3
262,8345/3,212,C42.3
261,8344/3,212,C42.3
260,8343/3,212,C42.3
259,8342/3,212,C42.3
266,8360/1,212,C42.3
281,8382/3,212,C42.3
290,8400/1,212,C42.3
289,8400/0,212,C42.3
288,8392/0,212,C42.3
287,8391/0,212,C42.3
286,8390/3,212,C42.3
285,8390/0,212,C42.3
272,8373/0,212,C42.3
282,8383/3,212,C42.3
1162,8339/3,212,C42.3
280,8381/3,212,C42.3
279,8381/1,212,C42.3
278,8381/0,212,C42.3
277,8380/3,212,C42.3
1165,8380/2,212,C42.3
276,8380/1,212,C42.3
275,8380/0,212,C42.3
283,8384/3,212,C42.3
233,8315/3,212,C42.3
240,8322/0,212,C42.3
239,8321/0,212,C42.3
238,8320/3,212,C42.3
237,8319/3,212,C42.3
236,8318/3,212,C42.3
235,8317/3,212,C42.3
258,8341/3,212,C42.3
1158,8316/1,212,C42.3
1159,8323/1,212,C42.3
232,8314/3,212,C42.3
152,8175/3,212,C42.3
230,8313/1,212,C42.3
159,8201/2,212,C42.3
228,8312/3,212,C42.3
1157,8311/3,212,C42.3
227,8311/1,212,C42.3
234,8316/3,212,C42.3
249,8331/3,212,C42.3
226,8310/3,212,C42.3
256,8337/3,212,C42.3
1161,8336/1,212,C42.3
254,8335/3,212,C42.3
1160,8335/1,212,C42.3
253,8334/0,212,C42.3
252,8333/3,212,C42.3
241,8322/3,212,C42.3
250,8332/3,212,C42.3
242,8323/0,212,C42.3
248,8330/3,212,C42.3
247,8330/1,212,C42.3
246,8330/0,212,C42.3
245,8325/0,212,C42.3
244,8324/0,212,C42.3
243,8323/3,212,C42.3
257,8340/3,212,C42.3
251,8333/0,212,C42.3
56,8070/3,212,C42.3
51,8052/2,212,C42.3
61,8074/3,212,C42.3
60,8073/3,212,C42.3
59,8072/3,212,C42.3
1141,8072/0,212,C42.3
58,8071/3,212,C42.3
63,8076/2,212,C42.3
57,8070/6,212,C42.3
64,8076/3,212,C42.3
55,8070/2,212,C42.3
1139,8070/0,212,C42.3
54,8060/0,212,C42.3
1138,8054/3,212,C42.3
1137,8054/0,212,C42.3
53,8053/0,212,C42.3
154,8190/0,212,C42.3
1140,8071/2,212,C42.3
1142,8084/0,212,C42.3
78,8093/3,212,C42.3
77,8092/3,212,C42.3
76,8091/3,212,C42.3
75,8090/3,212,C42.3
74,8090/1,212,C42.3
1144,8086/3,212,C42.3
62,8075/3,212,C42.3
72,8084/3,212,C42.3
50,8052/0,212,C42.3
71,8083/3,212,C42.3
70,8082/3,212,C42.3
69,8081/2,212,C42.3
68,8080/2,212,C42.3
67,8078/3,212,C42.3
66,8077/2,212,C42.3
65,8077/0,212,C42.3
1143,8085/3,212,C42.3
23,8012/3,212,C42.3
52,8052/3,212,C42.3
1136,8023/3,212,C42.3
29,8022/3,212,C42.3
28,8021/3,212,C42.3
27,8020/3,212,C42.3
26,8015/3,212,C42.3
31,8031/3,212,C42.3
24,8013/3,212,C42.3
32,8032/3,212,C42.3
22,8011/3,212,C42.3
21,8011/0,212,C42.3
20,8010/9,212,C42.3
19,8010/6,212,C42.3
18,8010/3,212,C42.3
17,8010/2,212,C42.3
16,8010/0,212,C42.3
25,8014/3,212,C42.3
40,8043/3,212,C42.3
49,8051/3,212,C42.3
48,8051/0,212,C42.3
47,8050/3,212,C42.3
46,8050/2,212,C42.3
45,8050/0,212,C42.3
43,8046/3,212,C42.3
30,8030/3,212,C42.3
41,8044/3,212,C42.3
81,8096/0,212,C42.3
39,8042/3,212,C42.3
38,8041/3,212,C42.3
37,8040/1,212,C42.3
36,8040/0,212,C42.3
35,8035/3,212,C42.3
34,8034/3,212,C42.3
33,8033/3,212,C42.3
42,8045/3,212,C42.3
125,8150/3,212,C42.3
79,8094/3,212,C42.3
1149,8158/3,212,C42.3
136,8156/3,212,C42.3
134,8155/3,212,C42.3
132,8154/3,212,C42.3
131,8153/3,212,C42.3
139,8160/3,212,C42.3
127,8151/3,212,C42.3
140,8161/0,212,C42.3
123,8150/0,212,C42.3
122,8149/0,212,C42.3
121,8148/2,212,C42.3
120,8148/0,212,C42.3
119,8147/3,212,C42.3
118,8147/0,212,C42.3
117,8146/0,212,C42.3
129,8152/3,212,C42.3
148,8171/3,212,C42.3
157,8200/0,212,C42.3
156,8191/0,212,C42.3
155,8190/3,212,C42.3
153,8180/3,212,C42.3
293,8401/3,212,C42.3
151,8174/3,212,C42.3
138,8160/0,212,C42.3
149,8172/3,212,C42.3
1148,8144/0,212,C42.3
147,8170/3,212,C42.3
146,8170/0,212,C42.3
145,8163/3,212,C42.3
144,8163/2,212,C42.3
143,8163/0,212,C42.3
142,8162/3,212,C42.3
141,8161/3,212,C42.3
150,8173/3,212,C42.3
87,8102/3,212,C42.3
95,8120/3,212,C42.3
94,8120/2,212,C42.3
92,8120/0,212,C42.3
90,8110/3,212,C42.3
89,8110/0,212,C42.3
1147,8104/0,212,C42.3
116,8145/3,212,C42.3
88,8103/0,212,C42.3
98,8121/3,212,C42.3
86,8102/0,212,C42.3
85,8101/0,212,C42.3
1145,8100/3,212,C42.3
84,8100/0,212,C42.3
83,8098/3,212,C42.3
82,8097/3,212,C42.3
158,8200/3,212,C42.3
1146,8103/1,212,C42.3
105,8131/3,212,C42.3
80,8095/3,212,C42.3
114,8143/3,212,C42.3
113,8142/3,212,C42.3
112,8141/3,212,C42.3
111,8140/6,212,C42.3
110,8140/3,212,C42.3
109,8140/2,212,C42.3
96,8121/0,212,C42.3
107,8140/0,212,C42.3
97,8121/1,212,C42.3
104,8130/3,212,C42.3
103,8130/2,212,C42.3
102,8130/1,212,C42.3
101,8124/3,212,C42.3
100,8123/3,212,C42.3
99,8122/3,212,C42.3
115,8144/3,212,C42.3
108,8140/1,212,C42.3
1175,8509/3,212,C42.3
358,8501/3,212,C42.3
382,8530/3,212,C42.3
381,8525/3,212,C42.3
380,8524/3,212,C42.3
379,8523/3,212,C42.3
378,8522/3,212,C42.3
377,8522/2,212,C42.3
376,8521/3,212,C42.3
375,8520/3,212,C42.3
374,8520/2,212,C42.3
1176,8519/2,212,C42.3
373,8514/3,212,C42.3
372,8513/3,212,C42.3
384,8541/3,212,C42.3
366,8505/0,212,C42.3
359,8502/3,212,C42.3
360,8503/0,212,C42.3
361,8503/2,212,C42.3
362,8503/3,212,C42.3
363,8504/0,212,C42.3
371,8512/3,212,C42.3
365,8504/3,212,C42.3
370,8510/3,212,C42.3
367,8506/0,212,C42.3
368,8507/2,212,C42.3
1173,8507/3,212,C42.3
369,8508/3,212,C42.3
1174,8509/2,212,C42.3
385,8542/3,212,C42.3
364,8504/2,212,C42.3
403,8575/3,212,C42.3
291,8400/3,212,C42.3
292,8401/0,212,C42.3
422,8589/3,212,C42.3
421,8588/3,212,C42.3
420,8587/0,212,C42.3
419,8586/3,212,C42.3
418,8585/3,212,C42.3
416,8584/3,212,C42.3
414,8583/3,212,C42.3
412,8582/3,212,C42.3
410,8581/3,212,C42.3
408,8580/3,212,C42.3
407,8580/1,212,C42.3
383,8540/3,212,C42.3
397,8562/3,212,C42.3
386,8543/3,212,C42.3
388,8550/0,212,C42.3
389,8550/1,212,C42.3
391,8551/3,212,C42.3
394,8560/0,212,C42.3
406,8580/0,212,C42.3
396,8561/0,212,C42.3
404,8576/3,212,C42.3
398,8570/3,212,C42.3
399,8571/3,212,C42.3
400,8572/3,212,C42.3
401,8573/3,212,C42.3
402,8574/3,212,C42.3
390,8550/3,212,C42.3
395,8560/3,212,C42.3
1167,8409/2,212,C42.3
321,8442/1,212,C42.3
320,8441/3,212,C42.3
1168,8441/2,212,C42.3
319,8441/0,212,C42.3
318,8440/3,212,C42.3
317,8440/0,212,C42.3
315,8430/3,212,C42.3
314,8430/1,212,C42.3
312,8420/3,212,C42.3
311,8420/0,212,C42.3
310,8413/3,212,C42.3
309,8410/3,212,C42.3
322,8443/0,212,C42.3
307,8409/3,212,C42.3
306,8409/0,212,C42.3
305,8408/3,212,C42.3
302,8407/3,212,C42.3
301,8407/0,212,C42.3
1166,8406/3,212,C42.3
300,8406/0,212,C42.3
299,8405/0,212,C42.3
298,8404/0,212,C42.3
297,8403/3,212,C42.3
296,8403/0,212,C42.3
295,8402/3,212,C42.3
357,8501/2,212,C42.3
392,8552/3,212,C42.3
294,8402/0,212,C42.3
308,8410/0,212,C42.3
340,8470/2,212,C42.3
352,8490/3,212,C42.3
351,8482/3,212,C42.3
350,8481/3,212,C42.3
349,8480/6,212,C42.3
348,8480/3,212,C42.3
347,8480/1,212,C42.3
346,8480/0,212,C42.3
1172,8474/3,212,C42.3
1171,8474/1,212,C42.3
1170,8474/0,212,C42.3
303,8408/0,212,C42.3
324,8450/0,212,C42.3
341,8470/3,212,C42.3
353,8490/6,212,C42.3
355,8500/2,212,C42.3
325,8450/3,212,C42.3
326,8451/1,212,C42.3
327,8452/1,212,C42.3
328,8452/3,212,C42.3
344,8472/1,212,C42.3
329,8453/0,212,C42.3
339,8470/0,212,C42.3
330,8453/2,212,C42.3
331,8453/3,212,C42.3
332,8454/0,212,C42.3
1169,8460/2,212,C42.3
334,8460/3,212,C42.3
335,8461/0,212,C42.3
336,8461/3,212,C42.3
356,8500/3,212,C42.3
201,8260/0,213,C42.4
207,8263/0,213,C42.4
206,8262/3,213,C42.4
205,8261/3,213,C42.4
204,8261/2,213,C42.4
203,8261/0,213,C42.4
202,8260/3,213,C42.4
1155,8260/1,213,C42.4
1154,8257/3,213,C42.4
1153,8256/3,213,C42.4
200,8255/3,213,C42.4
199,8254/3,213,C42.4
208,8263/2,213,C42.4
1152,8253/2,213,C42.4
215,8272/0,213,C42.4
197,8252/3,213,C42.4
196,8251/3,213,C42.4
198,8253/3,213,C42.4
1156,8273/3,213,C42.4
224,8300/3,213,C42.4
223,8300/0,213,C42.4
222,8290/3,213,C42.4
221,8290/0,213,C42.4
220,8281/3,213,C42.4
219,8281/0,213,C42.4
213,8270/3,213,C42.4
217,8280/0,213,C42.4
209,8263/3,213,C42.4
216,8272/3,213,C42.4
190,8247/3,213,C42.4
214,8271/0,213,C42.4
195,8251/0,213,C42.4
212,8270/0,213,C42.4
211,8265/3,213,C42.4
210,8264/0,213,C42.4
218,8280/3,213,C42.4
167,8211/3,213,C42.4
192,8249/3,213,C42.4
174,8220/3,213,C42.4
173,8220/0,213,C42.4
172,8215/3,213,C42.4
171,8214/3,213,C42.4
170,8213/3,213,C42.4
176,8221/3,213,C42.4
168,8212/0,213,C42.4
177,8230/2,213,C42.4
166,8211/0,213,C42.4
165,8210/3,213,C42.4
164,8210/2,213,C42.4
163,8210/0,213,C42.4
162,8204/0,213,C42.4
161,8202/0,213,C42.4
160,8201/3,213,C42.4
169,8213/0,213,C42.4
187,8245/1,213,C42.4
1151,8250/2,213,C42.4
193,8250/1,213,C42.4
1150,8250/0,213,C42.4
225,8310/0,213,C42.4
191,8248/1,213,C42.4
231,8313/3,213,C42.4
175,8221/0,213,C42.4
188,8245/3,213,C42.4
194,8250/3,213,C42.4
186,8244/3,213,C42.4
185,8243/3,213,C42.4
184,8242/3,213,C42.4
182,8241/3,213,C42.4
181,8240/3,213,C42.4
179,8231/3,213,C42.4
178,8230/3,213,C42.4
189,8246/3,213,C42.4
1164,8349/1,213,C42.4
229,8313/0,213,C42.4
271,8372/0,213,C42.4
270,8371/0,213,C42.4
269,8370/3,213,C42.4
268,8370/0,213,C42.4
267,8361/0,213,C42.4
273,8374/0,213,C42.4
265,8350/3,213,C42.4
274,8375/0,213,C42.4
1163,8348/1,213,C42.4
264,8347/3,213,C42.4
263,8346/3,213,C42.4
262,8345/3,213,C42.4
261,8344/3,213,C42.4
260,8343/3,213,C42.4
259,8342/3,213,C42.4
266,8360/1,213,C42.4
281,8382/3,213,C42.4
290,8400/1,213,C42.4
289,8400/0,213,C42.4
288,8392/0,213,C42.4
287,8391/0,213,C42.4
286,8390/3,213,C42.4
285,8390/0,213,C42.4
272,8373/0,213,C42.4
282,8383/3,213,C42.4
1162,8339/3,213,C42.4
280,8381/3,213,C42.4
279,8381/1,213,C42.4
278,8381/0,213,C42.4
277,8380/3,213,C42.4
1165,8380/2,213,C42.4
276,8380/1,213,C42.4
275,8380/0,213,C42.4
283,8384/3,213,C42.4
233,8315/3,213,C42.4
240,8322/0,213,C42.4
239,8321/0,213,C42.4
238,8320/3,213,C42.4
237,8319/3,213,C42.4
236,8318/3,213,C42.4
235,8317/3,213,C42.4
258,8341/3,213,C42.4
1158,8316/1,213,C42.4
1159,8323/1,213,C42.4
232,8314/3,213,C42.4
152,8175/3,213,C42.4
230,8313/1,213,C42.4
159,8201/2,213,C42.4
228,8312/3,213,C42.4
1157,8311/3,213,C42.4
227,8311/1,213,C42.4
234,8316/3,213,C42.4
249,8331/3,213,C42.4
226,8310/3,213,C42.4
256,8337/3,213,C42.4
1161,8336/1,213,C42.4
254,8335/3,213,C42.4
1160,8335/1,213,C42.4
253,8334/0,213,C42.4
252,8333/3,213,C42.4
241,8322/3,213,C42.4
250,8332/3,213,C42.4
242,8323/0,213,C42.4
248,8330/3,213,C42.4
247,8330/1,213,C42.4
246,8330/0,213,C42.4
245,8325/0,213,C42.4
244,8324/0,213,C42.4
243,8323/3,213,C42.4
257,8340/3,213,C42.4
251,8333/0,213,C42.4
56,8070/3,213,C42.4
51,8052/2,213,C42.4
61,8074/3,213,C42.4
60,8073/3,213,C42.4
59,8072/3,213,C42.4
1141,8072/0,213,C42.4
58,8071/3,213,C42.4
63,8076/2,213,C42.4
57,8070/6,213,C42.4
64,8076/3,213,C42.4
55,8070/2,213,C42.4
1139,8070/0,213,C42.4
54,8060/0,213,C42.4
1138,8054/3,213,C42.4
1137,8054/0,213,C42.4
53,8053/0,213,C42.4
154,8190/0,213,C42.4
1140,8071/2,213,C42.4
1142,8084/0,213,C42.4
78,8093/3,213,C42.4
77,8092/3,213,C42.4
76,8091/3,213,C42.4
75,8090/3,213,C42.4
74,8090/1,213,C42.4
1144,8086/3,213,C42.4
62,8075/3,213,C42.4
72,8084/3,213,C42.4
50,8052/0,213,C42.4
71,8083/3,213,C42.4
70,8082/3,213,C42.4
69,8081/2,213,C42.4
68,8080/2,213,C42.4
67,8078/3,213,C42.4
66,8077/2,213,C42.4
65,8077/0,213,C42.4
1143,8085/3,213,C42.4
23,8012/3,213,C42.4
52,8052/3,213,C42.4
1136,8023/3,213,C42.4
29,8022/3,213,C42.4
28,8021/3,213,C42.4
27,8020/3,213,C42.4
26,8015/3,213,C42.4
31,8031/3,213,C42.4
24,8013/3,213,C42.4
32,8032/3,213,C42.4
22,8011/3,213,C42.4
21,8011/0,213,C42.4
20,8010/9,213,C42.4
19,8010/6,213,C42.4
18,8010/3,213,C42.4
17,8010/2,213,C42.4
16,8010/0,213,C42.4
25,8014/3,213,C42.4
40,8043/3,213,C42.4
49,8051/3,213,C42.4
48,8051/0,213,C42.4
47,8050/3,213,C42.4
46,8050/2,213,C42.4
45,8050/0,213,C42.4
43,8046/3,213,C42.4
30,8030/3,213,C42.4
41,8044/3,213,C42.4
81,8096/0,213,C42.4
39,8042/3,213,C42.4
38,8041/3,213,C42.4
37,8040/1,213,C42.4
36,8040/0,213,C42.4
35,8035/3,213,C42.4
34,8034/3,213,C42.4
33,8033/3,213,C42.4
42,8045/3,213,C42.4
125,8150/3,213,C42.4
79,8094/3,213,C42.4
1149,8158/3,213,C42.4
136,8156/3,213,C42.4
134,8155/3,213,C42.4
132,8154/3,213,C42.4
131,8153/3,213,C42.4
139,8160/3,213,C42.4
127,8151/3,213,C42.4
140,8161/0,213,C42.4
123,8150/0,213,C42.4
122,8149/0,213,C42.4
121,8148/2,213,C42.4
120,8148/0,213,C42.4
119,8147/3,213,C42.4
118,8147/0,213,C42.4
117,8146/0,213,C42.4
129,8152/3,213,C42.4
148,8171/3,213,C42.4
157,8200/0,213,C42.4
156,8191/0,213,C42.4
155,8190/3,213,C42.4
153,8180/3,213,C42.4
293,8401/3,213,C42.4
151,8174/3,213,C42.4
138,8160/0,213,C42.4
149,8172/3,213,C42.4
1148,8144/0,213,C42.4
147,8170/3,213,C42.4
146,8170/0,213,C42.4
145,8163/3,213,C42.4
144,8163/2,213,C42.4
143,8163/0,213,C42.4
142,8162/3,213,C42.4
141,8161/3,213,C42.4
150,8173/3,213,C42.4
87,8102/3,213,C42.4
95,8120/3,213,C42.4
94,8120/2,213,C42.4
92,8120/0,213,C42.4
90,8110/3,213,C42.4
89,8110/0,213,C42.4
1147,8104/0,213,C42.4
116,8145/3,213,C42.4
88,8103/0,213,C42.4
98,8121/3,213,C42.4
86,8102/0,213,C42.4
85,8101/0,213,C42.4
1145,8100/3,213,C42.4
84,8100/0,213,C42.4
83,8098/3,213,C42.4
82,8097/3,213,C42.4
158,8200/3,213,C42.4
1146,8103/1,213,C42.4
105,8131/3,213,C42.4
80,8095/3,213,C42.4
114,8143/3,213,C42.4
113,8142/3,213,C42.4
112,8141/3,213,C42.4
111,8140/6,213,C42.4
110,8140/3,213,C42.4
109,8140/2,213,C42.4
96,8121/0,213,C42.4
107,8140/0,213,C42.4
97,8121/1,213,C42.4
104,8130/3,213,C42.4
103,8130/2,213,C42.4
102,8130/1,213,C42.4
101,8124/3,213,C42.4
100,8123/3,213,C42.4
99,8122/3,213,C42.4
115,8144/3,213,C42.4
108,8140/1,213,C42.4
1175,8509/3,213,C42.4
358,8501/3,213,C42.4
382,8530/3,213,C42.4
381,8525/3,213,C42.4
380,8524/3,213,C42.4
379,8523/3,213,C42.4
378,8522/3,213,C42.4
377,8522/2,213,C42.4
376,8521/3,213,C42.4
375,8520/3,213,C42.4
374,8520/2,213,C42.4
1176,8519/2,213,C42.4
373,8514/3,213,C42.4
372,8513/3,213,C42.4
384,8541/3,213,C42.4
366,8505/0,213,C42.4
359,8502/3,213,C42.4
360,8503/0,213,C42.4
361,8503/2,213,C42.4
362,8503/3,213,C42.4
363,8504/0,213,C42.4
371,8512/3,213,C42.4
365,8504/3,213,C42.4
370,8510/3,213,C42.4
367,8506/0,213,C42.4
368,8507/2,213,C42.4
1173,8507/3,213,C42.4
369,8508/3,213,C42.4
1174,8509/2,213,C42.4
385,8542/3,213,C42.4
364,8504/2,213,C42.4
403,8575/3,213,C42.4
291,8400/3,213,C42.4
292,8401/0,213,C42.4
422,8589/3,213,C42.4
421,8588/3,213,C42.4
420,8587/0,213,C42.4
419,8586/3,213,C42.4
418,8585/3,213,C42.4
416,8584/3,213,C42.4
414,8583/3,213,C42.4
412,8582/3,213,C42.4
410,8581/3,213,C42.4
408,8580/3,213,C42.4
407,8580/1,213,C42.4
383,8540/3,213,C42.4
397,8562/3,213,C42.4
386,8543/3,213,C42.4
388,8550/0,213,C42.4
389,8550/1,213,C42.4
391,8551/3,213,C42.4
394,8560/0,213,C42.4
406,8580/0,213,C42.4
396,8561/0,213,C42.4
404,8576/3,213,C42.4
398,8570/3,213,C42.4
399,8571/3,213,C42.4
400,8572/3,213,C42.4
401,8573/3,213,C42.4
402,8574/3,213,C42.4
390,8550/3,213,C42.4
395,8560/3,213,C42.4
1167,8409/2,213,C42.4
321,8442/1,213,C42.4
320,8441/3,213,C42.4
1168,8441/2,213,C42.4
319,8441/0,213,C42.4
318,8440/3,213,C42.4
317,8440/0,213,C42.4
315,8430/3,213,C42.4
314,8430/1,213,C42.4
312,8420/3,213,C42.4
311,8420/0,213,C42.4
310,8413/3,213,C42.4
309,8410/3,213,C42.4
322,8443/0,213,C42.4
307,8409/3,213,C42.4
306,8409/0,213,C42.4
305,8408/3,213,C42.4
302,8407/3,213,C42.4
301,8407/0,213,C42.4
1166,8406/3,213,C42.4
300,8406/0,213,C42.4
299,8405/0,213,C42.4
298,8404/0,213,C42.4
297,8403/3,213,C42.4
296,8403/0,213,C42.4
295,8402/3,213,C42.4
357,8501/2,213,C42.4
392,8552/3,213,C42.4
294,8402/0,213,C42.4
308,8410/0,213,C42.4
340,8470/2,213,C42.4
352,8490/3,213,C42.4
351,8482/3,213,C42.4
350,8481/3,213,C42.4
349,8480/6,213,C42.4
348,8480/3,213,C42.4
347,8480/1,213,C42.4
346,8480/0,213,C42.4
1172,8474/3,213,C42.4
1171,8474/1,213,C42.4
1170,8474/0,213,C42.4
303,8408/0,213,C42.4
324,8450/0,213,C42.4
341,8470/3,213,C42.4
353,8490/6,213,C42.4
355,8500/2,213,C42.4
325,8450/3,213,C42.4
326,8451/1,213,C42.4
327,8452/1,213,C42.4
328,8452/3,213,C42.4
344,8472/1,213,C42.4
329,8453/0,213,C42.4
339,8470/0,213,C42.4
330,8453/2,213,C42.4
331,8453/3,213,C42.4
332,8454/0,213,C42.4
1169,8460/2,213,C42.4
334,8460/3,213,C42.4
335,8461/0,213,C42.4
336,8461/3,213,C42.4
356,8500/3,213,C42.4
201,8260/0,182,C38.0
207,8263/0,182,C38.0
206,8262/3,182,C38.0
205,8261/3,182,C38.0
204,8261/2,182,C38.0
203,8261/0,182,C38.0
202,8260/3,182,C38.0
1155,8260/1,182,C38.0
1154,8257/3,182,C38.0
1153,8256/3,182,C38.0
200,8255/3,182,C38.0
199,8254/3,182,C38.0
208,8263/2,182,C38.0
1152,8253/2,182,C38.0
215,8272/0,182,C38.0
197,8252/3,182,C38.0
196,8251/3,182,C38.0
198,8253/3,182,C38.0
1156,8273/3,182,C38.0
224,8300/3,182,C38.0
223,8300/0,182,C38.0
222,8290/3,182,C38.0
221,8290/0,182,C38.0
220,8281/3,182,C38.0
219,8281/0,182,C38.0
213,8270/3,182,C38.0
217,8280/0,182,C38.0
209,8263/3,182,C38.0
216,8272/3,182,C38.0
190,8247/3,182,C38.0
214,8271/0,182,C38.0
195,8251/0,182,C38.0
212,8270/0,182,C38.0
211,8265/3,182,C38.0
210,8264/0,182,C38.0
218,8280/3,182,C38.0
167,8211/3,182,C38.0
192,8249/3,182,C38.0
174,8220/3,182,C38.0
173,8220/0,182,C38.0
172,8215/3,182,C38.0
171,8214/3,182,C38.0
170,8213/3,182,C38.0
176,8221/3,182,C38.0
168,8212/0,182,C38.0
177,8230/2,182,C38.0
166,8211/0,182,C38.0
165,8210/3,182,C38.0
164,8210/2,182,C38.0
163,8210/0,182,C38.0
162,8204/0,182,C38.0
161,8202/0,182,C38.0
160,8201/3,182,C38.0
169,8213/0,182,C38.0
187,8245/1,182,C38.0
1151,8250/2,182,C38.0
193,8250/1,182,C38.0
1150,8250/0,182,C38.0
225,8310/0,182,C38.0
191,8248/1,182,C38.0
231,8313/3,182,C38.0
175,8221/0,182,C38.0
188,8245/3,182,C38.0
194,8250/3,182,C38.0
186,8244/3,182,C38.0
185,8243/3,182,C38.0
184,8242/3,182,C38.0
182,8241/3,182,C38.0
181,8240/3,182,C38.0
179,8231/3,182,C38.0
178,8230/3,182,C38.0
189,8246/3,182,C38.0
1164,8349/1,182,C38.0
229,8313/0,182,C38.0
271,8372/0,182,C38.0
270,8371/0,182,C38.0
269,8370/3,182,C38.0
268,8370/0,182,C38.0
267,8361/0,182,C38.0
273,8374/0,182,C38.0
265,8350/3,182,C38.0
274,8375/0,182,C38.0
1163,8348/1,182,C38.0
264,8347/3,182,C38.0
263,8346/3,182,C38.0
262,8345/3,182,C38.0
261,8344/3,182,C38.0
260,8343/3,182,C38.0
259,8342/3,182,C38.0
266,8360/1,182,C38.0
281,8382/3,182,C38.0
290,8400/1,182,C38.0
289,8400/0,182,C38.0
288,8392/0,182,C38.0
287,8391/0,182,C38.0
286,8390/3,182,C38.0
285,8390/0,182,C38.0
272,8373/0,182,C38.0
282,8383/3,182,C38.0
1162,8339/3,182,C38.0
280,8381/3,182,C38.0
279,8381/1,182,C38.0
278,8381/0,182,C38.0
277,8380/3,182,C38.0
1165,8380/2,182,C38.0
276,8380/1,182,C38.0
275,8380/0,182,C38.0
283,8384/3,182,C38.0
233,8315/3,182,C38.0
240,8322/0,182,C38.0
239,8321/0,182,C38.0
238,8320/3,182,C38.0
237,8319/3,182,C38.0
236,8318/3,182,C38.0
235,8317/3,182,C38.0
258,8341/3,182,C38.0
1158,8316/1,182,C38.0
1159,8323/1,182,C38.0
232,8314/3,182,C38.0
152,8175/3,182,C38.0
230,8313/1,182,C38.0
159,8201/2,182,C38.0
228,8312/3,182,C38.0
1157,8311/3,182,C38.0
227,8311/1,182,C38.0
234,8316/3,182,C38.0
249,8331/3,182,C38.0
226,8310/3,182,C38.0
256,8337/3,182,C38.0
1161,8336/1,182,C38.0
254,8335/3,182,C38.0
1160,8335/1,182,C38.0
253,8334/0,182,C38.0
252,8333/3,182,C38.0
241,8322/3,182,C38.0
250,8332/3,182,C38.0
242,8323/0,182,C38.0
248,8330/3,182,C38.0
247,8330/1,182,C38.0
246,8330/0,182,C38.0
245,8325/0,182,C38.0
244,8324/0,182,C38.0
243,8323/3,182,C38.0
257,8340/3,182,C38.0
251,8333/0,182,C38.0
56,8070/3,182,C38.0
51,8052/2,182,C38.0
61,8074/3,182,C38.0
60,8073/3,182,C38.0
59,8072/3,182,C38.0
1141,8072/0,182,C38.0
58,8071/3,182,C38.0
63,8076/2,182,C38.0
57,8070/6,182,C38.0
64,8076/3,182,C38.0
55,8070/2,182,C38.0
1139,8070/0,182,C38.0
54,8060/0,182,C38.0
1138,8054/3,182,C38.0
1137,8054/0,182,C38.0
53,8053/0,182,C38.0
154,8190/0,182,C38.0
1140,8071/2,182,C38.0
1142,8084/0,182,C38.0
78,8093/3,182,C38.0
77,8092/3,182,C38.0
76,8091/3,182,C38.0
75,8090/3,182,C38.0
74,8090/1,182,C38.0
1144,8086/3,182,C38.0
62,8075/3,182,C38.0
72,8084/3,182,C38.0
50,8052/0,182,C38.0
71,8083/3,182,C38.0
70,8082/3,182,C38.0
69,8081/2,182,C38.0
68,8080/2,182,C38.0
67,8078/3,182,C38.0
66,8077/2,182,C38.0
65,8077/0,182,C38.0
1143,8085/3,182,C38.0
23,8012/3,182,C38.0
52,8052/3,182,C38.0
1136,8023/3,182,C38.0
29,8022/3,182,C38.0
28,8021/3,182,C38.0
27,8020/3,182,C38.0
26,8015/3,182,C38.0
31,8031/3,182,C38.0
24,8013/3,182,C38.0
32,8032/3,182,C38.0
22,8011/3,182,C38.0
21,8011/0,182,C38.0
20,8010/9,182,C38.0
19,8010/6,182,C38.0
18,8010/3,182,C38.0
17,8010/2,182,C38.0
