Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды
1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1487,1.2.643.5.1.13.13.11.1487
ID,CODE,ID,CODE
149,8172/3,353,C70.9
1148,8144/0,353,C70.9
147,8170/3,353,C70.9
146,8170/0,353,C70.9
145,8163/3,353,C70.9
144,8163/2,353,C70.9
143,8163/0,353,C70.9
142,8162/3,353,C70.9
141,8161/3,353,C70.9
150,8173/3,353,C70.9
87,8102/3,353,C70.9
95,8120/3,353,C70.9
94,8120/2,353,C70.9
92,8120/0,353,C70.9
90,8110/3,353,C70.9
89,8110/0,353,C70.9
1147,8104/0,353,C70.9
116,8145/3,353,C70.9
88,8103/0,353,C70.9
98,8121/3,353,C70.9
86,8102/0,353,C70.9
85,8101/0,353,C70.9
1145,8100/3,353,C70.9
84,8100/0,353,C70.9
83,8098/3,353,C70.9
82,8097/3,353,C70.9
158,8200/3,353,C70.9
1146,8103/1,353,C70.9
105,8131/3,353,C70.9
80,8095/3,353,C70.9
114,8143/3,353,C70.9
113,8142/3,353,C70.9
112,8141/3,353,C70.9
111,8140/6,353,C70.9
110,8140/3,353,C70.9
109,8140/2,353,C70.9
96,8121/0,353,C70.9
107,8140/0,353,C70.9
97,8121/1,353,C70.9
104,8130/3,353,C70.9
103,8130/2,353,C70.9
102,8130/1,353,C70.9
101,8124/3,353,C70.9
100,8123/3,353,C70.9
99,8122/3,353,C70.9
115,8144/3,353,C70.9
108,8140/1,353,C70.9
1175,8509/3,353,C70.9
358,8501/3,353,C70.9
382,8530/3,353,C70.9
381,8525/3,353,C70.9
380,8524/3,353,C70.9
379,8523/3,353,C70.9
378,8522/3,353,C70.9
377,8522/2,353,C70.9
376,8521/3,353,C70.9
375,8520/3,353,C70.9
374,8520/2,353,C70.9
1176,8519/2,353,C70.9
373,8514/3,353,C70.9
372,8513/3,353,C70.9
384,8541/3,353,C70.9
366,8505/0,353,C70.9
359,8502/3,353,C70.9
360,8503/0,353,C70.9
361,8503/2,353,C70.9
362,8503/3,353,C70.9
363,8504/0,353,C70.9
371,8512/3,353,C70.9
365,8504/3,353,C70.9
370,8510/3,353,C70.9
367,8506/0,353,C70.9
368,8507/2,353,C70.9
1173,8507/3,353,C70.9
369,8508/3,353,C70.9
1174,8509/2,353,C70.9
385,8542/3,353,C70.9
364,8504/2,353,C70.9
403,8575/3,353,C70.9
291,8400/3,353,C70.9
292,8401/0,353,C70.9
422,8589/3,353,C70.9
421,8588/3,353,C70.9
420,8587/0,353,C70.9
419,8586/3,353,C70.9
418,8585/3,353,C70.9
416,8584/3,353,C70.9
414,8583/3,353,C70.9
412,8582/3,353,C70.9
410,8581/3,353,C70.9
408,8580/3,353,C70.9
407,8580/1,353,C70.9
383,8540/3,353,C70.9
397,8562/3,353,C70.9
386,8543/3,353,C70.9
388,8550/0,353,C70.9
389,8550/1,353,C70.9
391,8551/3,353,C70.9
394,8560/0,353,C70.9
406,8580/0,353,C70.9
396,8561/0,353,C70.9
404,8576/3,353,C70.9
398,8570/3,353,C70.9
399,8571/3,353,C70.9
400,8572/3,353,C70.9
401,8573/3,353,C70.9
402,8574/3,353,C70.9
390,8550/3,353,C70.9
395,8560/3,353,C70.9
1167,8409/2,353,C70.9
321,8442/1,353,C70.9
320,8441/3,353,C70.9
1168,8441/2,353,C70.9
319,8441/0,353,C70.9
318,8440/3,353,C70.9
317,8440/0,353,C70.9
315,8430/3,353,C70.9
314,8430/1,353,C70.9
312,8420/3,353,C70.9
311,8420/0,353,C70.9
310,8413/3,353,C70.9
309,8410/3,353,C70.9
322,8443/0,353,C70.9
307,8409/3,353,C70.9
306,8409/0,353,C70.9
305,8408/3,353,C70.9
302,8407/3,353,C70.9
301,8407/0,353,C70.9
1166,8406/3,353,C70.9
300,8406/0,353,C70.9
299,8405/0,353,C70.9
298,8404/0,353,C70.9
297,8403/3,353,C70.9
296,8403/0,353,C70.9
295,8402/3,353,C70.9
357,8501/2,353,C70.9
392,8552/3,353,C70.9
294,8402/0,353,C70.9
308,8410/0,353,C70.9
340,8470/2,353,C70.9
352,8490/3,353,C70.9
351,8482/3,353,C70.9
350,8481/3,353,C70.9
349,8480/6,353,C70.9
348,8480/3,353,C70.9
347,8480/1,353,C70.9
346,8480/0,353,C70.9
1172,8474/3,353,C70.9
1171,8474/1,353,C70.9
1170,8474/0,353,C70.9
303,8408/0,353,C70.9
324,8450/0,353,C70.9
341,8470/3,353,C70.9
353,8490/6,353,C70.9
355,8500/2,353,C70.9
325,8450/3,353,C70.9
326,8451/1,353,C70.9
327,8452/1,353,C70.9
328,8452/3,353,C70.9
344,8472/1,353,C70.9
329,8453/0,353,C70.9
339,8470/0,353,C70.9
330,8453/2,353,C70.9
331,8453/3,353,C70.9
332,8454/0,353,C70.9
1169,8460/2,353,C70.9
334,8460/3,353,C70.9
335,8461/0,353,C70.9
336,8461/3,353,C70.9
356,8500/3,353,C70.9
201,8260/0,355,C71.0
207,8263/0,355,C71.0
206,8262/3,355,C71.0
205,8261/3,355,C71.0
204,8261/2,355,C71.0
203,8261/0,355,C71.0
202,8260/3,355,C71.0
1155,8260/1,355,C71.0
1154,8257/3,355,C71.0
1153,8256/3,355,C71.0
200,8255/3,355,C71.0
199,8254/3,355,C71.0
208,8263/2,355,C71.0
1152,8253/2,355,C71.0
215,8272/0,355,C71.0
197,8252/3,355,C71.0
196,8251/3,355,C71.0
198,8253/3,355,C71.0
1156,8273/3,355,C71.0
224,8300/3,355,C71.0
223,8300/0,355,C71.0
222,8290/3,355,C71.0
221,8290/0,355,C71.0
220,8281/3,355,C71.0
219,8281/0,355,C71.0
213,8270/3,355,C71.0
217,8280/0,355,C71.0
209,8263/3,355,C71.0
216,8272/3,355,C71.0
190,8247/3,355,C71.0
214,8271/0,355,C71.0
195,8251/0,355,C71.0
212,8270/0,355,C71.0
211,8265/3,355,C71.0
210,8264/0,355,C71.0
218,8280/3,355,C71.0
167,8211/3,355,C71.0
192,8249/3,355,C71.0
174,8220/3,355,C71.0
173,8220/0,355,C71.0
172,8215/3,355,C71.0
171,8214/3,355,C71.0
170,8213/3,355,C71.0
176,8221/3,355,C71.0
168,8212/0,355,C71.0
177,8230/2,355,C71.0
166,8211/0,355,C71.0
165,8210/3,355,C71.0
164,8210/2,355,C71.0
163,8210/0,355,C71.0
162,8204/0,355,C71.0
161,8202/0,355,C71.0
160,8201/3,355,C71.0
169,8213/0,355,C71.0
187,8245/1,355,C71.0
1151,8250/2,355,C71.0
193,8250/1,355,C71.0
1150,8250/0,355,C71.0
225,8310/0,355,C71.0
191,8248/1,355,C71.0
231,8313/3,355,C71.0
175,8221/0,355,C71.0
188,8245/3,355,C71.0
194,8250/3,355,C71.0
186,8244/3,355,C71.0
185,8243/3,355,C71.0
184,8242/3,355,C71.0
182,8241/3,355,C71.0
181,8240/3,355,C71.0
179,8231/3,355,C71.0
178,8230/3,355,C71.0
189,8246/3,355,C71.0
1164,8349/1,355,C71.0
229,8313/0,355,C71.0
271,8372/0,355,C71.0
270,8371/0,355,C71.0
269,8370/3,355,C71.0
268,8370/0,355,C71.0
267,8361/0,355,C71.0
273,8374/0,355,C71.0
265,8350/3,355,C71.0
274,8375/0,355,C71.0
1163,8348/1,355,C71.0
264,8347/3,355,C71.0
263,8346/3,355,C71.0
262,8345/3,355,C71.0
261,8344/3,355,C71.0
260,8343/3,355,C71.0
259,8342/3,355,C71.0
266,8360/1,355,C71.0
281,8382/3,355,C71.0
290,8400/1,355,C71.0
289,8400/0,355,C71.0
288,8392/0,355,C71.0
287,8391/0,355,C71.0
286,8390/3,355,C71.0
285,8390/0,355,C71.0
272,8373/0,355,C71.0
282,8383/3,355,C71.0
1162,8339/3,355,C71.0
280,8381/3,355,C71.0
279,8381/1,355,C71.0
278,8381/0,355,C71.0
277,8380/3,355,C71.0
1165,8380/2,355,C71.0
276,8380/1,355,C71.0
275,8380/0,355,C71.0
283,8384/3,355,C71.0
233,8315/3,355,C71.0
240,8322/0,355,C71.0
239,8321/0,355,C71.0
238,8320/3,355,C71.0
237,8319/3,355,C71.0
236,8318/3,355,C71.0
235,8317/3,355,C71.0
258,8341/3,355,C71.0
1158,8316/1,355,C71.0
1159,8323/1,355,C71.0
232,8314/3,355,C71.0
152,8175/3,355,C71.0
230,8313/1,355,C71.0
159,8201/2,355,C71.0
228,8312/3,355,C71.0
1157,8311/3,355,C71.0
227,8311/1,355,C71.0
234,8316/3,355,C71.0
249,8331/3,355,C71.0
226,8310/3,355,C71.0
256,8337/3,355,C71.0
1161,8336/1,355,C71.0
254,8335/3,355,C71.0
1160,8335/1,355,C71.0
253,8334/0,355,C71.0
252,8333/3,355,C71.0
241,8322/3,355,C71.0
250,8332/3,355,C71.0
242,8323/0,355,C71.0
248,8330/3,355,C71.0
247,8330/1,355,C71.0
246,8330/0,355,C71.0
245,8325/0,355,C71.0
244,8324/0,355,C71.0
243,8323/3,355,C71.0
257,8340/3,355,C71.0
251,8333/0,355,C71.0
56,8070/3,355,C71.0
51,8052/2,355,C71.0
61,8074/3,355,C71.0
60,8073/3,355,C71.0
59,8072/3,355,C71.0
1141,8072/0,355,C71.0
58,8071/3,355,C71.0
63,8076/2,355,C71.0
57,8070/6,355,C71.0
64,8076/3,355,C71.0
55,8070/2,355,C71.0
1139,8070/0,355,C71.0
54,8060/0,355,C71.0
1138,8054/3,355,C71.0
1137,8054/0,355,C71.0
53,8053/0,355,C71.0
154,8190/0,355,C71.0
1140,8071/2,355,C71.0
1142,8084/0,355,C71.0
78,8093/3,355,C71.0
77,8092/3,355,C71.0
76,8091/3,355,C71.0
75,8090/3,355,C71.0
74,8090/1,355,C71.0
1144,8086/3,355,C71.0
62,8075/3,355,C71.0
72,8084/3,355,C71.0
50,8052/0,355,C71.0
71,8083/3,355,C71.0
70,8082/3,355,C71.0
69,8081/2,355,C71.0
68,8080/2,355,C71.0
67,8078/3,355,C71.0
66,8077/2,355,C71.0
65,8077/0,355,C71.0
1143,8085/3,355,C71.0
23,8012/3,355,C71.0
52,8052/3,355,C71.0
1136,8023/3,355,C71.0
29,8022/3,355,C71.0
28,8021/3,355,C71.0
27,8020/3,355,C71.0
26,8015/3,355,C71.0
31,8031/3,355,C71.0
24,8013/3,355,C71.0
32,8032/3,355,C71.0
22,8011/3,355,C71.0
21,8011/0,355,C71.0
20,8010/9,355,C71.0
19,8010/6,355,C71.0
18,8010/3,355,C71.0
17,8010/2,355,C71.0
16,8010/0,355,C71.0
25,8014/3,355,C71.0
40,8043/3,355,C71.0
49,8051/3,355,C71.0
48,8051/0,355,C71.0
47,8050/3,355,C71.0
46,8050/2,355,C71.0
45,8050/0,355,C71.0
43,8046/3,355,C71.0
30,8030/3,355,C71.0
41,8044/3,355,C71.0
81,8096/0,355,C71.0
39,8042/3,355,C71.0
38,8041/3,355,C71.0
37,8040/1,355,C71.0
36,8040/0,355,C71.0
35,8035/3,355,C71.0
34,8034/3,355,C71.0
33,8033/3,355,C71.0
42,8045/3,355,C71.0
125,8150/3,355,C71.0
79,8094/3,355,C71.0
1149,8158/3,355,C71.0
136,8156/3,355,C71.0
134,8155/3,355,C71.0
132,8154/3,355,C71.0
131,8153/3,355,C71.0
139,8160/3,355,C71.0
127,8151/3,355,C71.0
140,8161/0,355,C71.0
123,8150/0,355,C71.0
122,8149/0,355,C71.0
121,8148/2,355,C71.0
120,8148/0,355,C71.0
119,8147/3,355,C71.0
118,8147/0,355,C71.0
117,8146/0,355,C71.0
129,8152/3,355,C71.0
148,8171/3,355,C71.0
157,8200/0,355,C71.0
156,8191/0,355,C71.0
155,8190/3,355,C71.0
153,8180/3,355,C71.0
293,8401/3,355,C71.0
151,8174/3,355,C71.0
138,8160/0,355,C71.0
149,8172/3,355,C71.0
1148,8144/0,355,C71.0
147,8170/3,355,C71.0
146,8170/0,355,C71.0
145,8163/3,355,C71.0
144,8163/2,355,C71.0
143,8163/0,355,C71.0
142,8162/3,355,C71.0
141,8161/3,355,C71.0
150,8173/3,355,C71.0
87,8102/3,355,C71.0
95,8120/3,355,C71.0
94,8120/2,355,C71.0
92,8120/0,355,C71.0
90,8110/3,355,C71.0
89,8110/0,355,C71.0
1147,8104/0,355,C71.0
116,8145/3,355,C71.0
88,8103/0,355,C71.0
98,8121/3,355,C71.0
86,8102/0,355,C71.0
85,8101/0,355,C71.0
1145,8100/3,355,C71.0
84,8100/0,355,C71.0
83,8098/3,355,C71.0
82,8097/3,355,C71.0
158,8200/3,355,C71.0
1146,8103/1,355,C71.0
105,8131/3,355,C71.0
80,8095/3,355,C71.0
114,8143/3,355,C71.0
113,8142/3,355,C71.0
112,8141/3,355,C71.0
111,8140/6,355,C71.0
110,8140/3,355,C71.0
109,8140/2,355,C71.0
96,8121/0,355,C71.0
107,8140/0,355,C71.0
97,8121/1,355,C71.0
104,8130/3,355,C71.0
103,8130/2,355,C71.0
102,8130/1,355,C71.0
101,8124/3,355,C71.0
100,8123/3,355,C71.0
99,8122/3,355,C71.0
115,8144/3,355,C71.0
108,8140/1,355,C71.0
1175,8509/3,355,C71.0
358,8501/3,355,C71.0
382,8530/3,355,C71.0
381,8525/3,355,C71.0
380,8524/3,355,C71.0
379,8523/3,355,C71.0
378,8522/3,355,C71.0
377,8522/2,355,C71.0
376,8521/3,355,C71.0
375,8520/3,355,C71.0
374,8520/2,355,C71.0
1176,8519/2,355,C71.0
373,8514/3,355,C71.0
372,8513/3,355,C71.0
384,8541/3,355,C71.0
366,8505/0,355,C71.0
359,8502/3,355,C71.0
360,8503/0,355,C71.0
361,8503/2,355,C71.0
362,8503/3,355,C71.0
363,8504/0,355,C71.0
371,8512/3,355,C71.0
365,8504/3,355,C71.0
370,8510/3,355,C71.0
367,8506/0,355,C71.0
368,8507/2,355,C71.0
1173,8507/3,355,C71.0
369,8508/3,355,C71.0
1174,8509/2,355,C71.0
385,8542/3,355,C71.0
364,8504/2,355,C71.0
403,8575/3,355,C71.0
291,8400/3,355,C71.0
292,8401/0,355,C71.0
422,8589/3,355,C71.0
421,8588/3,355,C71.0
420,8587/0,355,C71.0
419,8586/3,355,C71.0
418,8585/3,355,C71.0
416,8584/3,355,C71.0
414,8583/3,355,C71.0
412,8582/3,355,C71.0
410,8581/3,355,C71.0
408,8580/3,355,C71.0
407,8580/1,355,C71.0
383,8540/3,355,C71.0
397,8562/3,355,C71.0
386,8543/3,355,C71.0
388,8550/0,355,C71.0
389,8550/1,355,C71.0
391,8551/3,355,C71.0
394,8560/0,355,C71.0
406,8580/0,355,C71.0
396,8561/0,355,C71.0
404,8576/3,355,C71.0
398,8570/3,355,C71.0
399,8571/3,355,C71.0
400,8572/3,355,C71.0
401,8573/3,355,C71.0
402,8574/3,355,C71.0
390,8550/3,355,C71.0
395,8560/3,355,C71.0
1167,8409/2,355,C71.0
321,8442/1,355,C71.0
320,8441/3,355,C71.0
1168,8441/2,355,C71.0
319,8441/0,355,C71.0
318,8440/3,355,C71.0
317,8440/0,355,C71.0
315,8430/3,355,C71.0
314,8430/1,355,C71.0
312,8420/3,355,C71.0
311,8420/0,355,C71.0
310,8413/3,355,C71.0
309,8410/3,355,C71.0
322,8443/0,355,C71.0
307,8409/3,355,C71.0
306,8409/0,355,C71.0
305,8408/3,355,C71.0
302,8407/3,355,C71.0
301,8407/0,355,C71.0
1166,8406/3,355,C71.0
300,8406/0,355,C71.0
299,8405/0,355,C71.0
298,8404/0,355,C71.0
297,8403/3,355,C71.0
296,8403/0,355,C71.0
295,8402/3,355,C71.0
357,8501/2,355,C71.0
392,8552/3,355,C71.0
294,8402/0,355,C71.0
308,8410/0,355,C71.0
340,8470/2,355,C71.0
352,8490/3,355,C71.0
351,8482/3,355,C71.0
350,8481/3,355,C71.0
349,8480/6,355,C71.0
348,8480/3,355,C71.0
347,8480/1,355,C71.0
346,8480/0,355,C71.0
1172,8474/3,355,C71.0
1171,8474/1,355,C71.0
1170,8474/0,355,C71.0
303,8408/0,355,C71.0
324,8450/0,355,C71.0
341,8470/3,355,C71.0
353,8490/6,355,C71.0
355,8500/2,355,C71.0
325,8450/3,355,C71.0
326,8451/1,355,C71.0
327,8452/1,355,C71.0
328,8452/3,355,C71.0
344,8472/1,355,C71.0
329,8453/0,355,C71.0
339,8470/0,355,C71.0
330,8453/2,355,C71.0
331,8453/3,355,C71.0
332,8454/0,355,C71.0
1169,8460/2,355,C71.0
334,8460/3,355,C71.0
335,8461/0,355,C71.0
336,8461/3,355,C71.0
356,8500/3,355,C71.0
201,8260/0,356,C71.1
207,8263/0,356,C71.1
206,8262/3,356,C71.1
205,8261/3,356,C71.1
204,8261/2,356,C71.1
203,8261/0,356,C71.1
202,8260/3,356,C71.1
1155,8260/1,356,C71.1
1154,8257/3,356,C71.1
1153,8256/3,356,C71.1
200,8255/3,356,C71.1
199,8254/3,356,C71.1
208,8263/2,356,C71.1
1152,8253/2,356,C71.1
215,8272/0,356,C71.1
197,8252/3,356,C71.1
196,8251/3,356,C71.1
198,8253/3,356,C71.1
1156,8273/3,356,C71.1
224,8300/3,356,C71.1
223,8300/0,356,C71.1
222,8290/3,356,C71.1
221,8290/0,356,C71.1
220,8281/3,356,C71.1
219,8281/0,356,C71.1
213,8270/3,356,C71.1
217,8280/0,356,C71.1
209,8263/3,356,C71.1
216,8272/3,356,C71.1
190,8247/3,356,C71.1
214,8271/0,356,C71.1
195,8251/0,356,C71.1
212,8270/0,356,C71.1
211,8265/3,356,C71.1
210,8264/0,356,C71.1
218,8280/3,356,C71.1
167,8211/3,356,C71.1
192,8249/3,356,C71.1
174,8220/3,356,C71.1
173,8220/0,356,C71.1
172,8215/3,356,C71.1
171,8214/3,356,C71.1
170,8213/3,356,C71.1
176,8221/3,356,C71.1
168,8212/0,356,C71.1
177,8230/2,356,C71.1
166,8211/0,356,C71.1
165,8210/3,356,C71.1
164,8210/2,356,C71.1
163,8210/0,356,C71.1
162,8204/0,356,C71.1
161,8202/0,356,C71.1
160,8201/3,356,C71.1
169,8213/0,356,C71.1
187,8245/1,356,C71.1
1151,8250/2,356,C71.1
193,8250/1,356,C71.1
1150,8250/0,356,C71.1
225,8310/0,356,C71.1
191,8248/1,356,C71.1
231,8313/3,356,C71.1
175,8221/0,356,C71.1
188,8245/3,356,C71.1
194,8250/3,356,C71.1
186,8244/3,356,C71.1
185,8243/3,356,C71.1
184,8242/3,356,C71.1
182,8241/3,356,C71.1
181,8240/3,356,C71.1
179,8231/3,356,C71.1
178,8230/3,356,C71.1
189,8246/3,356,C71.1
1164,8349/1,356,C71.1
229,8313/0,356,C71.1
271,8372/0,356,C71.1
270,8371/0,356,C71.1
269,8370/3,356,C71.1
268,8370/0,356,C71.1
267,8361/0,356,C71.1
273,8374/0,356,C71.1
265,8350/3,356,C71.1
274,8375/0,356,C71.1
1163,8348/1,356,C71.1
264,8347/3,356,C71.1
263,8346/3,356,C71.1
262,8345/3,356,C71.1
261,8344/3,356,C71.1
260,8343/3,356,C71.1
259,8342/3,356,C71.1
266,8360/1,356,C71.1
281,8382/3,356,C71.1
290,8400/1,356,C71.1
289,8400/0,356,C71.1
288,8392/0,356,C71.1
287,8391/0,356,C71.1
286,8390/3,356,C71.1
285,8390/0,356,C71.1
272,8373/0,356,C71.1
282,8383/3,356,C71.1
1162,8339/3,356,C71.1
280,8381/3,356,C71.1
279,8381/1,356,C71.1
278,8381/0,356,C71.1
277,8380/3,356,C71.1
1165,8380/2,356,C71.1
276,8380/1,356,C71.1
275,8380/0,356,C71.1
283,8384/3,356,C71.1
233,8315/3,356,C71.1
240,8322/0,356,C71.1
239,8321/0,356,C71.1
238,8320/3,356,C71.1
237,8319/3,356,C71.1
236,8318/3,356,C71.1
235,8317/3,356,C71.1
258,8341/3,356,C71.1
1158,8316/1,356,C71.1
1159,8323/1,356,C71.1
232,8314/3,356,C71.1
152,8175/3,356,C71.1
230,8313/1,356,C71.1
159,8201/2,356,C71.1
228,8312/3,356,C71.1
1157,8311/3,356,C71.1
227,8311/1,356,C71.1
234,8316/3,356,C71.1
249,8331/3,356,C71.1
226,8310/3,356,C71.1
256,8337/3,356,C71.1
1161,8336/1,356,C71.1
254,8335/3,356,C71.1
1160,8335/1,356,C71.1
253,8334/0,356,C71.1
252,8333/3,356,C71.1
241,8322/3,356,C71.1
250,8332/3,356,C71.1
242,8323/0,356,C71.1
248,8330/3,356,C71.1
247,8330/1,356,C71.1
246,8330/0,356,C71.1
245,8325/0,356,C71.1
244,8324/0,356,C71.1
243,8323/3,356,C71.1
257,8340/3,356,C71.1
251,8333/0,356,C71.1
56,8070/3,356,C71.1
51,8052/2,356,C71.1
61,8074/3,356,C71.1
60,8073/3,356,C71.1
59,8072/3,356,C71.1
1141,8072/0,356,C71.1
58,8071/3,356,C71.1
63,8076/2,356,C71.1
57,8070/6,356,C71.1
64,8076/3,356,C71.1
55,8070/2,356,C71.1
1139,8070/0,356,C71.1
54,8060/0,356,C71.1
1138,8054/3,356,C71.1
1137,8054/0,356,C71.1
53,8053/0,356,C71.1
154,8190/0,356,C71.1
1140,8071/2,356,C71.1
1142,8084/0,356,C71.1
78,8093/3,356,C71.1
77,8092/3,356,C71.1
76,8091/3,356,C71.1
75,8090/3,356,C71.1
74,8090/1,356,C71.1
1144,8086/3,356,C71.1
62,8075/3,356,C71.1
72,8084/3,356,C71.1
50,8052/0,356,C71.1
71,8083/3,356,C71.1
70,8082/3,356,C71.1
69,8081/2,356,C71.1
68,8080/2,356,C71.1
67,8078/3,356,C71.1
66,8077/2,356,C71.1
65,8077/0,356,C71.1
1143,8085/3,356,C71.1
23,8012/3,356,C71.1
52,8052/3,356,C71.1
1136,8023/3,356,C71.1
29,8022/3,356,C71.1
28,8021/3,356,C71.1
27,8020/3,356,C71.1
26,8015/3,356,C71.1
31,8031/3,356,C71.1
24,8013/3,356,C71.1
32,8032/3,356,C71.1
22,8011/3,356,C71.1
21,8011/0,356,C71.1
20,8010/9,356,C71.1
19,8010/6,356,C71.1
18,8010/3,356,C71.1
17,8010/2,356,C71.1
16,8010/0,356,C71.1
25,8014/3,356,C71.1
40,8043/3,356,C71.1
49,8051/3,356,C71.1
48,8051/0,356,C71.1
47,8050/3,356,C71.1
46,8050/2,356,C71.1
45,8050/0,356,C71.1
43,8046/3,356,C71.1
30,8030/3,356,C71.1
41,8044/3,356,C71.1
81,8096/0,356,C71.1
39,8042/3,356,C71.1
38,8041/3,356,C71.1
37,8040/1,356,C71.1
36,8040/0,356,C71.1
35,8035/3,356,C71.1
34,8034/3,356,C71.1
33,8033/3,356,C71.1
42,8045/3,356,C71.1
125,8150/3,356,C71.1
79,8094/3,356,C71.1
1149,8158/3,356,C71.1
136,8156/3,356,C71.1
134,8155/3,356,C71.1
132,8154/3,356,C71.1
131,8153/3,356,C71.1
139,8160/3,356,C71.1
127,8151/3,356,C71.1
140,8161/0,356,C71.1
123,8150/0,356,C71.1
122,8149/0,356,C71.1
121,8148/2,356,C71.1
120,8148/0,356,C71.1
119,8147/3,356,C71.1
118,8147/0,356,C71.1
117,8146/0,356,C71.1
129,8152/3,356,C71.1
148,8171/3,356,C71.1
157,8200/0,356,C71.1
156,8191/0,356,C71.1
155,8190/3,356,C71.1
153,8180/3,356,C71.1
293,8401/3,356,C71.1
151,8174/3,356,C71.1
138,8160/0,356,C71.1
149,8172/3,356,C71.1
1148,8144/0,356,C71.1
147,8170/3,356,C71.1
146,8170/0,356,C71.1
145,8163/3,356,C71.1
144,8163/2,356,C71.1
143,8163/0,356,C71.1
142,8162/3,356,C71.1
141,8161/3,356,C71.1
150,8173/3,356,C71.1
87,8102/3,356,C71.1
95,8120/3,356,C71.1
94,8120/2,356,C71.1
92,8120/0,356,C71.1
90,8110/3,356,C71.1
89,8110/0,356,C71.1
1147,8104/0,356,C71.1
116,8145/3,356,C71.1
88,8103/0,356,C71.1
98,8121/3,356,C71.1
86,8102/0,356,C71.1
85,8101/0,356,C71.1
1145,8100/3,356,C71.1
84,8100/0,356,C71.1
83,8098/3,356,C71.1
82,8097/3,356,C71.1
158,8200/3,356,C71.1
1146,8103/1,356,C71.1
105,8131/3,356,C71.1
80,8095/3,356,C71.1
114,8143/3,356,C71.1
113,8142/3,356,C71.1
112,8141/3,356,C71.1
111,8140/6,356,C71.1
110,8140/3,356,C71.1
109,8140/2,356,C71.1
96,8121/0,356,C71.1
107,8140/0,356,C71.1
97,8121/1,356,C71.1
104,8130/3,356,C71.1
103,8130/2,356,C71.1
102,8130/1,356,C71.1
101,8124/3,356,C71.1
100,8123/3,356,C71.1
99,8122/3,356,C71.1
115,8144/3,356,C71.1
108,8140/1,356,C71.1
1175,8509/3,356,C71.1
358,8501/3,356,C71.1
382,8530/3,356,C71.1
381,8525/3,356,C71.1
380,8524/3,356,C71.1
379,8523/3,356,C71.1
378,8522/3,356,C71.1
377,8522/2,356,C71.1
376,8521/3,356,C71.1
375,8520/3,356,C71.1
374,8520/2,356,C71.1
1176,8519/2,356,C71.1
373,8514/3,356,C71.1
372,8513/3,356,C71.1
384,8541/3,356,C71.1
366,8505/0,356,C71.1
359,8502/3,356,C71.1
360,8503/0,356,C71.1
361,8503/2,356,C71.1
362,8503/3,356,C71.1
363,8504/0,356,C71.1
371,8512/3,356,C71.1
365,8504/3,356,C71.1
370,8510/3,356,C71.1
367,8506/0,356,C71.1
368,8507/2,356,C71.1
1173,8507/3,356,C71.1
369,8508/3,356,C71.1
1174,8509/2,356,C71.1
385,8542/3,356,C71.1
364,8504/2,356,C71.1
403,8575/3,356,C71.1
291,8400/3,356,C71.1
292,8401/0,356,C71.1
422,8589/3,356,C71.1
421,8588/3,356,C71.1
420,8587/0,356,C71.1
419,8586/3,356,C71.1
418,8585/3,356,C71.1
416,8584/3,356,C71.1
414,8583/3,356,C71.1
412,8582/3,356,C71.1
410,8581/3,356,C71.1
408,8580/3,356,C71.1
407,8580/1,356,C71.1
383,8540/3,356,C71.1
397,8562/3,356,C71.1
386,8543/3,356,C71.1
388,8550/0,356,C71.1
389,8550/1,356,C71.1
391,8551/3,356,C71.1
394,8560/0,356,C71.1
406,8580/0,356,C71.1
396,8561/0,356,C71.1
404,8576/3,356,C71.1
398,8570/3,356,C71.1
399,8571/3,356,C71.1
400,8572/3,356,C71.1
401,8573/3,356,C71.1
402,8574/3,356,C71.1
390,8550/3,356,C71.1
395,8560/3,356,C71.1
1167,8409/2,356,C71.1
321,8442/1,356,C71.1
320,8441/3,356,C71.1
1168,8441/2,356,C71.1
319,8441/0,356,C71.1
318,8440/3,356,C71.1
317,8440/0,356,C71.1
315,8430/3,356,C71.1
314,8430/1,356,C71.1
312,8420/3,356,C71.1
311,8420/0,356,C71.1
310,8413/3,356,C71.1
309,8410/3,356,C71.1
322,8443/0,356,C71.1
307,8409/3,356,C71.1
306,8409/0,356,C71.1
305,8408/3,356,C71.1
302,8407/3,356,C71.1
301,8407/0,356,C71.1
1166,8406/3,356,C71.1
300,8406/0,356,C71.1
299,8405/0,356,C71.1
298,8404/0,356,C71.1
297,8403/3,356,C71.1
296,8403/0,356,C71.1
295,8402/3,356,C71.1
357,8501/2,356,C71.1
392,8552/3,356,C71.1
294,8402/0,356,C71.1
308,8410/0,356,C71.1
340,8470/2,356,C71.1
352,8490/3,356,C71.1
351,8482/3,356,C71.1
350,8481/3,356,C71.1
349,8480/6,356,C71.1
348,8480/3,356,C71.1
347,8480/1,356,C71.1
346,8480/0,356,C71.1
1172,8474/3,356,C71.1
1171,8474/1,356,C71.1
1170,8474/0,356,C71.1
303,8408/0,356,C71.1
324,8450/0,356,C71.1
